Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4183.9292   -4183.9292       0.0000     0.0
0.0005       -4183.9235   -4183.9373       0.0138    15.2
0.0010       -4183.9184   -4183.9598       0.0413    45.7
0.0015       -4183.9156   -4183.9928       0.0772    85.4
0.0020       -4183.9048   -4184.0328       0.1280   141.5
0.0025       -4183.9185   -4184.0779       0.1594   176.2
0.0030       -4183.9368   -4184.1230       0.1861   205.7
0.0035       -4183.9602   -4184.1649       0.2047   226.2
0.0040       -4183.9594   -4184.2018       0.2424   267.9
0.0045       -4183.9430   -4184.2339       0.2909   321.5
0.0050       -4183.9406   -4184.2582       0.3176   351.0
0.0055       -4183.9392   -4184.2744       0.3352   370.5
0.0060       -4183.9200   -4184.2814       0.3614   399.4
0.0065       -4183.9102   -4184.2791       0.3689   407.7
0.0070       -4183.9280   -4184.2684       0.3404   376.2
0.0075       -4183.9461   -4184.2502       0.3041   336.1
0.0080       -4183.9246   -4184.2257       0.3011   332.7
0.0085       -4183.9226   -4184.1965       0.2739   302.7
0.0090       -4183.8982   -4184.1648       0.2666   294.6
0.0095       -4183.8958   -4184.1318       0.2360   260.8
0.0100       -4183.8952   -4184.1002       0.2050   226.5
0.0105       -4183.8953   -4184.0734       0.1780   196.7
0.0110       -4183.8997   -4184.0495       0.1498   165.6
0.0115       -4183.9168   -4184.0320       0.1151   127.3
0.0120       -4183.9200   -4184.0204       0.1004   110.9
0.0125       -4183.9109   -4184.0145       0.1036   114.5
0.0130       -4183.9025   -4184.0116       0.1091   120.6
0.0135       -4183.9247   -4184.0061       0.0814    90.0
0.0140       -4183.9133   -4184.0001       0.0868    95.9
0.0145       -4183.9010   -4183.9939       0.0928   102.6
0.0150       -4183.9027   -4183.9903       0.0876    96.8
0.0155       -4183.9122   -4183.9915       0.0792    87.6
0.0160       -4183.9052   -4184.0008       0.0956   105.7
0.0165       -4183.9102   -4184.0169       0.1067   117.9
0.0170       -4183.8951   -4184.0348       0.1396   154.3
0.0175       -4183.8946   -4184.0528       0.1583   174.9
0.0180       -4183.8932   -4184.0697       0.1766   195.1
0.0185       -4183.9023   -4184.0847       0.1824   201.6
0.0190       -4183.8997   -4184.0966       0.1969   217.6
0.0195       -4183.8884   -4184.1063       0.2179   240.8
0.0200       -4183.8713   -4184.1153       0.2440   269.7
0.0205       -4183.8721   -4184.1238       0.2516   278.1
0.0210       -4183.8591   -4184.1336       0.2745   303.3
0.0215       -4183.8577   -4184.1444       0.2867   316.9
0.0220       -4183.8461   -4184.1570       0.3109   343.6
0.0225       -4183.8424   -4184.1678       0.3254   359.6
0.0230       -4183.8465   -4184.1750       0.3285   363.1
0.0235       -4183.8601   -4184.1775       0.3174   350.7
0.0240       -4183.8559   -4184.1739       0.3181   351.5
0.0245       -4183.8666   -4184.1645       0.2979   329.2
0.0250       -4183.8588   -4184.1480       0.2892   319.6
0.0255       -4183.8364   -4184.1257       0.2893   319.7
0.0260       -4183.8520   -4184.0989       0.2469   272.9
0.0265       -4183.8440   -4184.0704       0.2264   250.3
0.0270       -4183.8474   -4184.0471       0.1997   220.7
0.0275       -4183.8318   -4184.0358       0.2040   225.5
0.0280       -4183.8293   -4184.0369       0.2076   229.5
0.0285       -4183.8349   -4184.0491       0.2142   236.7
0.0290       -4183.8200   -4184.0663       0.2464   272.3
0.0295       -4183.8354   -4184.0848       0.2495   275.7
0.0300       -4183.8309   -4184.1005       0.2695   297.9
0.0305       -4183.8132   -4184.1111       0.2979   329.3
0.0310       -4183.8016   -4184.1162       0.3146   347.7
0.0315       -4183.8029   -4184.1165       0.3136   346.6
0.0320       -4183.7959   -4184.1123       0.3164   349.7
0.0325       -4183.8058   -4184.1064       0.3006   332.2
0.0330       -4183.7856   -4184.0994       0.3138   346.8
0.0335       -4183.7994   -4184.0916       0.2922   322.9
0.0340       -4183.7870   -4184.0815       0.2945   325.5
0.0345       -4183.7621   -4184.0687       0.3066   338.9
0.0350       -4183.7766   -4184.0577       0.2812   310.7
0.0355       -4183.7959   -4184.0474       0.2515   278.0
0.0360       -4183.7864   -4184.0339       0.2474   273.5
0.0365       -4183.7652   -4184.0184       0.2532   279.8
0.0370       -4183.7492   -4183.9983       0.2491   275.3
0.0375       -4183.7239   -4183.9735       0.2496   275.8
0.0380       -4183.6899   -4183.9491       0.2592   286.4
0.0385       -4183.6944   -4183.9317       0.2373   262.2
0.0390       -4183.6771   -4183.9270       0.2499   276.2
0.0395       -4183.6802   -4183.9325       0.2524   278.9
0.0400       -4183.6904   -4183.9511       0.2607   288.1
0.0405       -4183.7198   -4183.9809       0.2612   288.6
0.0410       -4183.7541   -4184.0164       0.2622   289.8
0.0415       -4183.7483   -4184.0496       0.3013   333.0
0.0420       -4183.7478   -4184.0751       0.3273   361.7
0.0425       -4183.7386   -4184.0875       0.3490   385.7
0.0430       -4183.7452   -4184.0898       0.3446   380.8
0.0435       -4183.7334   -4184.0839       0.3505   387.3
0.0440       -4183.7205   -4184.0735       0.3530   390.2
0.0445       -4183.7388   -4184.0650       0.3262   360.5
0.0450       -4183.7561   -4184.0639       0.3077   340.1
0.0455       -4183.7481   -4184.0698       0.3217   355.6
0.0460       -4183.7654   -4184.0838       0.3184   351.9
0.0465       -4183.7789   -4184.0972       0.3183   351.7
0.0470       -4183.7851   -4184.1066       0.3215   355.4
0.0475       -4183.7874   -4184.1100       0.3226   356.5
0.0480       -4183.8026   -4184.1070       0.3044   336.4
0.0485       -4183.8107   -4184.0973       0.2866   316.7
0.0490       -4183.8058   -4184.0779       0.2721   300.7
0.0495       -4183.8354   -4184.0545       0.2190   242.1
0.0500       -4183.8216   -4184.0313       0.2096   231.7
0.0505       -4183.8209   -4184.0122       0.1913   211.4
0.0510       -4183.8087   -4184.0067       0.1979   218.7
0.0515       -4183.8185   -4184.0128       0.1944   214.8
0.0520       -4183.8212   -4184.0228       0.2016   222.8
0.0525       -4183.8237   -4184.0341       0.2104   232.5
0.0530       -4183.8239   -4184.0445       0.2206   243.8
0.0535       -4183.8044   -4184.0494       0.2450   270.8
0.0540       -4183.8058   -4184.0466       0.2408   266.1
0.0545       -4183.8015   -4184.0368       0.2353   260.1
0.0550       -4183.8154   -4184.0238       0.2084   230.3
0.0555       -4183.8238   -4184.0172       0.1934   213.8
0.0560       -4183.8210   -4184.0179       0.1969   217.6
0.0565       -4183.8300   -4184.0261       0.1962   216.8
0.0570       -4183.8264   -4184.0371       0.2107   232.9
0.0575       -4183.7987   -4184.0531       0.2545   281.2
0.0580       -4183.8182   -4184.0715       0.2533   279.9
0.0585       -4183.8059   -4184.0869       0.2810   310.6
0.0590       -4183.8075   -4184.0985       0.2910   321.6
0.0595       -4183.8122   -4184.1059       0.2938   324.7
0.0600       -4183.8067   -4184.1061       0.2994   330.9
0.0605       -4183.7983   -4184.0972       0.2989   330.4
0.0610       -4183.7965   -4184.0880       0.2916   322.2
0.0615       -4183.8054   -4184.0795       0.2741   302.9
0.0620       -4183.7854   -4184.0755       0.2901   320.7
0.0625       -4183.7792   -4184.0791       0.2999   331.4
0.0630       -4183.7910   -4184.0882       0.2971   328.4
0.0635       -4183.8127   -4184.0989       0.2862   316.3
0.0640       -4183.8112   -4184.1083       0.2971   328.3
0.0645       -4183.8132   -4184.1123       0.2991   330.6
0.0650       -4183.7929   -4184.1065       0.3136   346.6
0.0655       -4183.7993   -4184.0921       0.2928   323.6
0.0660       -4183.7850   -4184.0728       0.2878   318.1
0.0665       -4183.7945   -4184.0537       0.2591   286.4
0.0670       -4183.7984   -4184.0423       0.2440   269.6
0.0675       -4183.8121   -4184.0349       0.2228   246.2
0.0680       -4183.8074   -4184.0322       0.2249   248.5
0.0685       -4183.8173   -4184.0357       0.2184   241.3
0.0690       -4183.8197   -4184.0405       0.2209   244.1
0.0695       -4183.8106   -4184.0427       0.2320   256.4
0.0700       -4183.8143   -4184.0395       0.2252   248.9
0.0705       -4183.8311   -4184.0353       0.2042   225.7
0.0710       -4183.8156   -4184.0338       0.2182   241.1
0.0715       -4183.7915   -4184.0368       0.2453   271.1
0.0720       -4183.7923   -4184.0451       0.2528   279.4
0.0725       -4183.7921   -4184.0563       0.2642   291.9
0.0730       -4183.7824   -4184.0772       0.2948   325.8
0.0735       -4183.7851   -4184.1016       0.3166   349.9
0.0740       -4183.7902   -4184.1240       0.3339   369.0
0.0745       -4183.7987   -4184.1434       0.3447   381.0
0.0750       -4183.8184   -4184.1579       0.3395   375.2
0.0755       -4183.8555   -4184.1656       0.3101   342.7
0.0760       -4183.8627   -4184.1679       0.3051   337.2
0.0765       -4183.8460   -4184.1672       0.3212   355.0
0.0770       -4183.8470   -4184.1641       0.3171   350.4
0.0775       -4183.8455   -4184.1627       0.3172   350.6
0.0780       -4183.8399   -4184.1642       0.3243   358.4
0.0785       -4183.8433   -4184.1679       0.3246   358.7
0.0790       -4183.8294   -4184.1697       0.3403   376.1
0.0795       -4183.8671   -4184.1637       0.2966   327.8
0.0800       -4183.8636   -4184.1514       0.2878   318.1
0.0805       -4183.8731   -4184.1363       0.2632   290.9
0.0810       -4183.8811   -4184.1238       0.2427   268.2
0.0815       -4183.8787   -4184.1150       0.2363   261.2
0.0820       -4183.8843   -4184.1133       0.2290   253.1
0.0825       -4183.8925   -4184.1166       0.2241   247.7
0.0830       -4183.8827   -4184.1224       0.2397   264.9
0.0835       -4183.8912   -4184.1307       0.2396   264.8
0.0840       -4183.8560   -4184.1461       0.2902   320.7
0.0845       -4183.8677   -4184.1612       0.2934   324.3
0.0850       -4183.9060   -4184.1689       0.2629   290.5
0.0855       -4183.9088   -4184.1687       0.2599   287.3
0.0860       -4183.9019   -4184.1638       0.2618   289.4
0.0865       -4183.9207   -4184.1578       0.2371   262.0
0.0870       -4183.9064   -4184.1511       0.2447   270.4
0.0875       -4183.9167   -4184.1463       0.2295   253.7
0.0880       -4183.9032   -4184.1423       0.2390   264.2
0.0885       -4183.9003   -4184.1395       0.2392   264.3
0.0890       -4183.9072   -4184.1381       0.2309   255.2
0.0895       -4183.9183   -4184.1341       0.2159   238.6
0.0900       -4183.9101   -4184.1289       0.2188   241.8
0.0905       -4183.9387   -4184.1244       0.1857   205.2
0.0910       -4183.9393   -4184.1240       0.1847   204.1
0.0915       -4183.9407   -4184.1259       0.1852   204.7
