Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4183.5902   -4183.5902       0.0000     0.0
0.0005       -4183.5861   -4183.5936       0.0075     8.3
0.0010       -4183.5852   -4183.6036       0.0184    20.3
0.0015       -4183.5800   -4183.6188       0.0388    42.9
0.0020       -4183.5798   -4183.6379       0.0582    64.3
0.0025       -4183.5707   -4183.6605       0.0898    99.3
0.0030       -4183.5485   -4183.6863       0.1379   152.4
0.0035       -4183.5412   -4183.7140       0.1728   191.0
0.0040       -4183.5281   -4183.7399       0.2118   234.1
0.0045       -4183.5286   -4183.7624       0.2338   258.4
0.0050       -4183.5348   -4183.7812       0.2464   272.3
0.0055       -4183.5412   -4183.7961       0.2549   281.7
0.0060       -4183.5341   -4183.8073       0.2732   301.9
0.0065       -4183.5157   -4183.8127       0.2970   328.2
0.0070       -4183.4892   -4183.8118       0.3225   356.5
0.0075       -4183.4950   -4183.8045       0.3095   342.1
0.0080       -4183.4847   -4183.7925       0.3077   340.1
0.0085       -4183.4854   -4183.7749       0.2895   319.9
0.0090       -4183.4867   -4183.7540       0.2673   295.4
0.0095       -4183.4938   -4183.7316       0.2378   262.8
0.0100       -4183.5055   -4183.7086       0.2030   224.4
0.0105       -4183.4927   -4183.6860       0.1933   213.7
0.0110       -4183.4845   -4183.6676       0.1831   202.4
0.0115       -4183.4933   -4183.6521       0.1588   175.5
0.0120       -4183.4878   -4183.6381       0.1503   166.1
0.0125       -4183.4917   -4183.6299       0.1382   152.7
0.0130       -4183.4918   -4183.6285       0.1367   151.1
0.0135       -4183.4774   -4183.6331       0.1557   172.1
0.0140       -4183.4702   -4183.6400       0.1698   187.7
0.0145       -4183.4697   -4183.6491       0.1794   198.2
0.0150       -4183.4658   -4183.6627       0.1969   217.7
0.0155       -4183.4606   -4183.6817       0.2211   244.4
0.0160       -4183.4863   -4183.7049       0.2186   241.5
0.0165       -4183.4682   -4183.7302       0.2620   289.6
0.0170       -4183.4515   -4183.7533       0.3018   333.5
0.0175       -4183.4022   -4183.7697       0.3675   406.2
0.0180       -4183.4335   -4183.7771       0.3436   379.8
0.0185       -4183.4324   -4183.7754       0.3429   379.0
0.0190       -4183.4428   -4183.7665       0.3237   357.7
0.0195       -4183.4343   -4183.7527       0.3183   351.8
0.0200       -4183.4449   -4183.7393       0.2944   325.4
0.0205       -4183.4567   -4183.7296       0.2729   301.6
0.0210       -4183.4435   -4183.7198       0.2763   305.4
0.0215       -4183.4564   -4183.7098       0.2534   280.1
0.0220       -4183.4642   -4183.7037       0.2394   264.6
0.0225       -4183.4583   -4183.6995       0.2412   266.6
0.0230       -4183.4769   -4183.6973       0.2203   243.5
0.0235       -4183.4603   -4183.6964       0.2361   260.9
0.0240       -4183.4643   -4183.6970       0.2327   257.2
