Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24725.9750  -24725.9750       0.0000     0.0
0.0005      -24725.9618  -24725.9779       0.0161     4.2
0.0010      -24725.9513  -24725.9876       0.0363     9.4
0.0015      -24725.9387  -24726.0042       0.0655    16.9
0.0020      -24725.9316  -24726.0251       0.0935    24.1
0.0025      -24725.9210  -24726.0507       0.1297    33.4
0.0030      -24725.9156  -24726.0815       0.1659    42.8
0.0035      -24725.9169  -24726.1172       0.2003    51.6
0.0040      -24725.9097  -24726.1546       0.2450    63.2
0.0045      -24725.9033  -24726.1952       0.2920    75.3
0.0050      -24725.9302  -24726.2384       0.3082    79.5
0.0055      -24725.9081  -24726.2833       0.3752    96.8
0.0060      -24725.8998  -24726.3285       0.4287   110.6
0.0065      -24725.8904  -24726.3730       0.4826   124.5
0.0070      -24725.9126  -24726.4125       0.4999   128.9
0.0075      -24725.9077  -24726.4465       0.5387   138.9
0.0080      -24725.8925  -24726.4756       0.5831   150.4
0.0085      -24725.8980  -24726.5001       0.6021   155.3
0.0090      -24725.8902  -24726.5196       0.6294   162.3
0.0095      -24725.8883  -24726.5336       0.6453   166.4
0.0100      -24725.8905  -24726.5459       0.6554   169.0
0.0105      -24725.8594  -24726.5569       0.6975   179.9
0.0110      -24725.8520  -24726.5652       0.7132   183.9
0.0115      -24725.8225  -24726.5698       0.7472   192.7
0.0120      -24725.8433  -24726.5713       0.7280   187.7
0.0125      -24725.8442  -24726.5686       0.7244   186.8
0.0130      -24725.8368  -24726.5606       0.7238   186.6
0.0135      -24725.8225  -24726.5472       0.7247   186.9
0.0140      -24725.8083  -24726.5323       0.7240   186.7
0.0145      -24725.8223  -24726.5174       0.6951   179.3
0.0150      -24725.8147  -24726.5070       0.6923   178.5
0.0155      -24725.8032  -24726.5001       0.6969   179.7
0.0160      -24725.7769  -24726.4995       0.7226   186.3
0.0165      -24725.7497  -24726.5026       0.7529   194.2
0.0170      -24725.7415  -24726.5078       0.7664   197.6
0.0175      -24725.7477  -24726.5101       0.7625   196.6
0.0180      -24725.7120  -24726.5069       0.7949   205.0
0.0185      -24725.7092  -24726.4994       0.7902   203.8
0.0190      -24725.6508  -24726.4906       0.8398   216.6
0.0195      -24725.6510  -24726.4853       0.8343   215.2
0.0200      -24725.6607  -24726.4876       0.8269   213.2
0.0205      -24725.6330  -24726.4956       0.8626   222.5
0.0210      -24725.6480  -24726.5062       0.8582   221.3
0.0215      -24725.6868  -24726.5198       0.8330   214.8
0.0220      -24725.6839  -24726.5321       0.8482   218.7
0.0225      -24725.6794  -24726.5362       0.8569   221.0
0.0230      -24725.6909  -24726.5344       0.8435   217.5
0.0235      -24725.6636  -24726.5311       0.8675   223.7
0.0240      -24725.6709  -24726.5258       0.8549   220.5
0.0245      -24725.6582  -24726.5253       0.8670   223.6
0.0250      -24725.6411  -24726.5304       0.8893   229.3
0.0255      -24725.6292  -24726.5394       0.9102   234.7
0.0260      -24725.6524  -24726.5487       0.8963   231.1
0.0265      -24725.6384  -24726.5554       0.9170   236.5
0.0270      -24725.5816  -24726.5583       0.9766   251.9
0.0275      -24725.6012  -24726.5555       0.9543   246.1
0.0280      -24725.6190  -24726.5467       0.9277   239.2
