Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24729.2033  -24729.2033       0.0000     0.0
0.0005      -24729.1913  -24729.2177       0.0264     6.8
0.0010      -24729.1808  -24729.2565       0.0757    19.5
0.0015      -24729.1759  -24729.3046       0.1288    33.2
0.0020      -24729.1631  -24729.3275       0.1644    42.4
0.0025      -24729.1571  -24729.2977       0.1406    36.3
0.0030      -24729.1494  -24729.2417       0.0923    23.8
0.0035      -24729.1358  -24729.2193       0.0835    21.5
0.0040      -24729.1279  -24729.2495       0.1216    31.4
0.0045      -24729.1320  -24729.2956       0.1637    42.2
0.0050      -24729.1329  -24729.3102       0.1773    45.7
0.0055      -24729.1234  -24729.2831       0.1597    41.2
0.0060      -24729.1153  -24729.2436       0.1284    33.1
0.0065      -24729.1018  -24729.2172       0.1154    29.8
0.0070      -24729.0901  -24729.2129       0.1228    31.7
0.0075      -24729.0846  -24729.2309       0.1464    37.7
0.0080      -24729.0700  -24729.2661       0.1961    50.6
0.0085      -24729.0763  -24729.2963       0.2200    56.7
0.0090      -24729.0835  -24729.2971       0.2136    55.1
0.0095      -24729.0664  -24729.2682       0.2018    52.0
0.0100      -24729.0577  -24729.2302       0.1724    44.5
0.0105      -24729.0545  -24729.2193       0.1648    42.5
0.0110      -24729.0590  -24729.2426       0.1836    47.4
0.0115      -24729.0458  -24729.2771       0.2313    59.6
0.0120      -24729.0382  -24729.2987       0.2605    67.2
0.0125      -24729.0494  -24729.2976       0.2483    64.0
0.0130      -24729.0254  -24729.2849       0.2594    66.9
0.0135      -24729.0048  -24729.2725       0.2676    69.0
0.0140      -24728.9768  -24729.2750       0.2982    76.9
0.0145      -24728.9719  -24729.2966       0.3247    83.7
0.0150      -24728.9748  -24729.3378       0.3630    93.6
0.0155      -24728.9533  -24729.3924       0.4390   113.2
0.0160      -24728.9304  -24729.4364       0.5060   130.5
0.0165      -24728.9115  -24729.4397       0.5282   136.2
0.0170      -24728.9317  -24729.3895       0.4578   118.0
0.0175      -24728.9396  -24729.3086       0.3691    95.2
0.0180      -24728.9196  -24729.2413       0.3216    82.9
0.0185      -24728.9073  -24729.2306       0.3233    83.4
0.0190      -24728.8906  -24729.2893       0.3987   102.8
0.0195      -24728.8877  -24729.3880       0.5003   129.0
0.0200      -24728.8557  -24729.4623       0.6065   156.4
0.0205      -24728.8439  -24729.4667       0.6228   160.6
0.0210      -24728.8689  -24729.4158       0.5469   141.0
0.0215      -24728.8722  -24729.3512       0.4790   123.5
0.0220      -24728.8512  -24729.2970       0.4458   115.0
0.0225      -24728.8415  -24729.2628       0.4213   108.6
0.0230      -24728.8350  -24729.2481       0.4131   106.5
0.0235      -24728.8204  -24729.2529       0.4325   111.5
