Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0335      -24728.3883  -24729.0280       0.6397   165.0
0.0340      -24728.3690  -24729.0339       0.6649   171.5
0.0345      -24728.4070  -24729.0324       0.6254   161.3
0.0350      -24728.4111  -24729.0223       0.6111   157.6
0.0355      -24728.4091  -24729.0082       0.5991   154.5
0.0360      -24728.3988  -24728.9873       0.5886   151.8
0.0365      -24728.4142  -24728.9612       0.5470   141.1
0.0370      -24728.3879  -24728.9370       0.5491   141.6
0.0375      -24728.3533  -24728.9182       0.5648   145.7
0.0380      -24728.3427  -24728.9072       0.5644   145.6
0.0385      -24728.3605  -24728.9088       0.5483   141.4
0.0390      -24728.3702  -24728.9251       0.5549   143.1
0.0395      -24728.3515  -24728.9562       0.6048   156.0
0.0400      -24728.3502  -24728.9918       0.6416   165.5
0.0405      -24728.3461  -24729.0239       0.6778   174.8
0.0410      -24728.3645  -24729.0393       0.6747   174.0
0.0415      -24728.3659  -24729.0288       0.6629   170.9
0.0420      -24728.3183  -24728.9935       0.6752   174.1
0.0425      -24728.3131  -24728.9368       0.6237   160.8
0.0430      -24728.2910  -24728.8665       0.5755   148.4
0.0435      -24728.2682  -24728.7991       0.5309   136.9
0.0440      -24728.2657  -24728.7497       0.4840   124.8
0.0445      -24728.2538  -24728.7249       0.4711   121.5
0.0450      -24728.2570  -24728.7281       0.4711   121.5
0.0455      -24728.2350  -24728.7604       0.5254   135.5
0.0460      -24728.2215  -24728.8190       0.5975   154.1
0.0465      -24728.2411  -24728.8952       0.6541   168.7
0.0470      -24728.2269  -24728.9744       0.7474   192.7
0.0475      -24728.2280  -24729.0386       0.8106   209.0
0.0480      -24728.1979  -24729.0767       0.8788   226.6
0.0485      -24728.1672  -24729.0808       0.9137   235.6
0.0490      -24728.1895  -24729.0462       0.8567   220.9
0.0495      -24728.1977  -24728.9887       0.7910   204.0
0.0500      -24728.1625  -24728.9213       0.7588   195.7
0.0505      -24728.1328  -24728.8581       0.7252   187.0
0.0510      -24728.1104  -24728.8081       0.6976   179.9
0.0515      -24728.1120  -24728.7777       0.6657   171.7
0.0520      -24728.1085  -24728.7743       0.6659   171.7
0.0525      -24728.0814  -24728.7882       0.7069   182.3
0.0530      -24728.1006  -24728.8116       0.7110   183.4
0.0535      -24728.0769  -24728.8378       0.7610   196.2
0.0540      -24728.0902  -24728.8636       0.7734   199.4
0.0545      -24728.0701  -24728.8866       0.8164   210.5
0.0550      -24728.0654  -24728.9011       0.8357   215.5
0.0555      -24728.0340  -24728.9014       0.8673   223.7
0.0560      -24728.0715  -24728.8860       0.8145   210.0
0.0565      -24728.0732  -24728.8582       0.7850   202.4
0.0570      -24728.0771  -24728.8231       0.7460   192.4
0.0575      -24728.0572  -24728.7847       0.7276   187.6
0.0580      -24728.0771  -24728.7507       0.6736   173.7
0.0585      -24728.0495  -24728.7239       0.6744   173.9
0.0590      -24728.0290  -24728.7077       0.6787   175.0
0.0595      -24727.9780  -24728.6928       0.7147   184.3
0.0600      -24727.9439  -24728.6720       0.7281   187.8
0.0605      -24727.9117  -24728.6430       0.7313   188.6
0.0610      -24727.9083  -24728.6147       0.7064   182.2
0.0615      -24727.9163  -24728.5948       0.6786   175.0
0.0620      -24727.9291  -24728.5938       0.6647   171.4
0.0625      -24727.9288  -24728.6167       0.6879   177.4
0.0630      -24727.9603  -24728.6516       0.6912   178.3
0.0635      -24727.9499  -24728.6865       0.7366   190.0
0.0640      -24727.9288  -24728.7142       0.7854   202.5
0.0645      -24727.9202  -24728.7273       0.8070   208.1
0.0650      -24727.8910  -24728.7215       0.8305   214.2
0.0655      -24727.8939  -24728.6951       0.8012   206.6
0.0660      -24727.8894  -24728.6596       0.7702   198.6
0.0665      -24727.8896  -24728.6243       0.7347   189.5
0.0670      -24727.8628  -24728.5976       0.7348   189.5
0.0675      -24727.8554  -24728.5862       0.7308   188.5
0.0680      -24727.8463  -24728.6021       0.7558   194.9
0.0685      -24727.8176  -24728.6442       0.8267   213.2
0.0690      -24727.8048  -24728.7111       0.9063   233.7
0.0695      -24727.8386  -24728.7950       0.9563   246.6
0.0700      -24727.8328  -24728.8780       1.0453   269.6
0.0705      -24727.8423  -24728.9394       1.0971   282.9
0.0710      -24727.9026  -24728.9544       1.0518   271.2
0.0715      -24727.9213  -24728.9270       1.0057   259.3
0.0720      -24727.9131  -24728.8750       0.9620   248.1
0.0725      -24727.9392  -24728.8224       0.8832   227.8
0.0730      -24727.9455  -24728.7779       0.8325   214.7
0.0735      -24727.9008  -24728.7389       0.8382   216.1
0.0740      -24727.8840  -24728.7029       0.8189   211.2
0.0745      -24727.9132  -24728.6755       0.7622   196.6
0.0750      -24727.8815  -24728.6743       0.7928   204.5
0.0755      -24727.8750  -24728.7025       0.8276   213.4
0.0760      -24727.8754  -24728.7545       0.8791   226.7
0.0765      -24727.8874  -24728.8091       0.9217   237.7
0.0770      -24727.8875  -24728.8501       0.9626   248.2
0.0775      -24727.8584  -24728.8627       1.0042   259.0
0.0780      -24727.8354  -24728.8490       1.0136   261.4
0.0785      -24727.8586  -24728.8231       0.9645   248.7
0.0790      -24727.8555  -24728.7990       0.9435   243.3
0.0795      -24727.8627  -24728.7832       0.9205   237.4
0.0800      -24727.8716  -24728.7842       0.9127   235.4
0.0805      -24727.8736  -24728.8058       0.9322   240.4
0.0810      -24727.8904  -24728.8419       0.9515   245.4
0.0815      -24727.8853  -24728.8800       0.9947   256.5
0.0820      -24727.8661  -24728.9040       1.0379   267.7
0.0825      -24727.8090  -24728.8999       1.0909   281.3
0.0830      -24727.8227  -24728.8676       1.0449   269.5
0.0835      -24727.8160  -24728.8194       1.0034   258.7
0.0840      -24727.8180  -24728.7682       0.9502   245.0
0.0845      -24727.8177  -24728.7252       0.9076   234.0
0.0850      -24727.8241  -24728.6942       0.8701   224.4
0.0855      -24727.8017  -24728.6826       0.8809   227.2
0.0860      -24727.8459  -24728.6886       0.8427   217.3
0.0865      -24727.8516  -24728.7069       0.8553   220.6
0.0870      -24727.8524  -24728.7360       0.8837   227.9
0.0875      -24727.8325  -24728.7781       0.9456   243.8
0.0880      -24727.8326  -24728.8191       0.9865   254.4
0.0885      -24727.8572  -24728.8475       0.9902   255.4
0.0890      -24727.8233  -24728.8568       1.0335   266.5
0.0895      -24727.8139  -24728.8444       1.0305   265.7
0.0900      -24727.7584  -24728.8177       1.0593   273.2
0.0905      -24727.7383  -24728.7877       1.0495   270.6
0.0910      -24727.7197  -24728.7645       1.0448   269.4
0.0915      -24727.7317  -24728.7542       1.0226   263.7
0.0920      -24727.7833  -24728.7607       0.9774   252.1
0.0925      -24727.7600  -24728.7774       1.0175   262.4
0.0930      -24727.7804  -24728.7909       1.0105   260.6
0.0935      -24727.7597  -24728.7949       1.0352   266.9
0.0940      -24727.7440  -24728.7810       1.0370   267.4
0.0945      -24727.7434  -24728.7546       1.0111   260.7
0.0950      -24727.7528  -24728.7198       0.9670   249.4
0.0955      -24727.7402  -24728.6843       0.9442   243.5
0.0960      -24727.7345  -24728.6545       0.9199   237.2
0.0965      -24727.7596  -24728.6442       0.8846   228.1
0.0970      -24727.7623  -24728.6551       0.8927   230.2
0.0975      -24727.6850  -24728.6846       0.9996   257.8
0.0980      -24727.6709  -24728.7241       1.0532   271.6
0.0985      -24727.6552  -24728.7675       1.1123   286.8
0.0990      -24727.6274  -24728.8040       1.1767   303.4
0.0995      -24727.6307  -24728.8285       1.1978   308.9
0.1000      -24727.5728  -24728.8323       1.2594   324.8
0.1005      -24727.5602  -24728.8042       1.2440   320.8
0.1010      -24727.5459  -24728.7486       1.2027   310.2
0.1015      -24727.5339  -24728.6749       1.1410   294.2
0.1020      -24727.5264  -24728.6048       1.0784   278.1
0.1025      -24727.5100  -24728.5497       1.0397   268.1
0.1030      -24727.4921  -24728.5209       1.0288   265.3
0.1035      -24727.4886  -24728.5188       1.0302   265.7
0.1040      -24727.4762  -24728.5414       1.0651   274.7
0.1045      -24727.4679  -24728.5751       1.1073   285.5
0.1050      -24727.4415  -24728.6120       1.1705   301.9
0.1055      -24727.4751  -24728.6346       1.1595   299.0
0.1060      -24727.4918  -24728.6396       1.1478   296.0
0.1065      -24727.4586  -24728.6298       1.1712   302.0
0.1070      -24727.4613  -24728.6167       1.1554   297.9
0.1075      -24727.4683  -24728.6103       1.1419   294.5
0.1080      -24727.4763  -24728.6088       1.1325   292.0
0.1085      -24727.4246  -24728.6054       1.1808   304.5
0.1090      -24727.4047  -24728.5947       1.1899   306.9
0.1095      -24727.4213  -24728.5729       1.1516   297.0
0.1100      -24727.3690  -24728.5408       1.1717   302.2
0.1105      -24727.3653  -24728.5101       1.1448   295.2
0.1110      -24727.3971  -24728.4948       1.0977   283.1
0.1115      -24727.4065  -24728.5160       1.1096   286.1
0.1120      -24727.4096  -24728.5719       1.1623   299.7
0.1125      -24727.3829  -24728.6440       1.2611   325.2
0.1130      -24727.3225  -24728.7031       1.3805   356.0
0.1135      -24727.3583  -24728.7160       1.3577   350.1
0.1140      -24727.3824  -24728.6737       1.2913   333.0
0.1145      -24727.3561  -24728.5831       1.2270   316.4
0.1150      -24727.3802  -24728.4685       1.0883   280.6
0.1155      -24727.3801  -24728.3584       0.9783   252.3
0.1160      -24727.3663  -24728.2826       0.9163   236.3
0.1165      -24727.3825  -24728.2637       0.8812   227.2
0.1170      -24727.3681  -24728.2964       0.9283   239.4
0.1175      -24727.3417  -24728.3624       1.0207   263.2
0.1180      -24727.3098  -24728.4421       1.1324   292.0
0.1185      -24727.3152  -24728.5269       1.2117   312.5
0.1190      -24727.3160  -24728.6028       1.2868   331.8
0.1195      -24727.3364  -24728.6592       1.3227   341.1
0.1200      -24727.2650  -24728.6806       1.4156   365.1
0.1205      -24727.2297  -24728.6558       1.4261   367.8
0.1210      -24727.2173  -24728.5788       1.3615   351.1
0.1215      -24727.2279  -24728.4624       1.2345   318.4
0.1220      -24727.2098  -24728.3476       1.1378   293.4
0.1225      -24727.2606  -24728.2804       1.0198   263.0
0.1230      -24727.2164  -24728.2901       1.0738   276.9
0.1235      -24727.2048  -24728.3883       1.1835   305.2
0.1240      -24727.2159  -24728.5348       1.3189   340.1
0.1245      -24727.2173  -24728.6686       1.4513   374.3
0.1250      -24727.2515  -24728.7407       1.4892   384.0
0.1255      -24727.2702  -24728.7220       1.4518   374.4
0.1260      -24727.3167  -24728.6265       1.3098   337.8
0.1265      -24727.3169  -24728.4925       1.1756   303.1
0.1270      -24727.3362  -24728.3624       1.0262   264.6
0.1275      -24727.3466  -24728.2706       0.9239   238.3
0.1280      -24727.3127  -24728.2353       0.9226   237.9
0.1285      -24727.2784  -24728.2714       0.9930   256.1
0.1290      -24727.2665  -24728.3662       1.0997   283.6
0.1295      -24727.2443  -24728.4924       1.2481   321.9
0.1300      -24727.2332  -24728.6066       1.3733   354.2
0.1305      -24727.2652  -24728.6769       1.4116   364.0
0.1310      -24727.2945  -24728.6895       1.3951   359.8
0.1315      -24727.2797  -24728.6517       1.3720   353.8
0.1320      -24727.2648  -24728.5877       1.3229   341.1
0.1325      -24727.2819  -24728.5340       1.2521   322.9
0.1330      -24727.2590  -24728.5106       1.2516   322.8
0.1335      -24727.2427  -24728.5234       1.2807   330.3
0.1340      -24727.2486  -24728.5557       1.3072   337.1
0.1345      -24727.2685  -24728.5847       1.3162   339.4
0.1350      -24727.2800  -24728.5920       1.3120   338.3
0.1355      -24727.2880  -24728.5701       1.2821   330.6
0.1360      -24727.2719  -24728.5309       1.2590   324.7
0.1365      -24727.2837  -24728.4865       1.2027   310.2
0.1370      -24727.2666  -24728.4473       1.1807   304.5
0.1375      -24727.2604  -24728.4179       1.1575   298.5
0.1380      -24727.2908  -24728.4068       1.1160   287.8
0.1385      -24727.2733  -24728.4181       1.1448   295.2
0.1390      -24727.2624  -24728.4471       1.1847   305.5
0.1395      -24727.2601  -24728.4874       1.2273   316.5
0.1400      -24727.2441  -24728.5304       1.2863   331.7
0.1405      -24727.2433  -24728.5649       1.3216   340.8
0.1410      -24727.3003  -24728.5813       1.2810   330.3
0.1415      -24727.3374  -24728.5674       1.2299   317.2
0.1420      -24727.3295  -24728.5324       1.2028   310.2
0.1425      -24727.3476  -24728.4888       1.1412   294.3
0.1430      -24727.3600  -24728.4546       1.0947   282.3
0.1435      -24727.3846  -24728.4420       1.0574   272.7
0.1440      -24727.3817  -24728.4558       1.0741   277.0
0.1445      -24727.3620  -24728.4930       1.1311   291.7
0.1450      -24727.3993  -24728.5295       1.1302   291.4
0.1455      -24727.3971  -24728.5576       1.1605   299.3
0.1460      -24727.3886  -24728.5760       1.1874   306.2
0.1465      -24727.3251  -24728.5746       1.2495   322.2
0.1470      -24727.2954  -24728.5442       1.2488   322.0
0.1475      -24727.3102  -24728.4904       1.1802   304.4
0.1480      -24727.3119  -24728.4290       1.1171   288.1
0.1485      -24727.3219  -24728.3751       1.0533   271.6
0.1490      -24727.2872  -24728.3398       1.0526   271.4
0.1495      -24727.2587  -24728.3210       1.0623   273.9
0.1500      -24727.2721  -24728.3150       1.0429   268.9
0.1505      -24727.2452  -24728.3266       1.0814   278.9
0.1510      -24727.2478  -24728.3501       1.1023   284.3
0.1515      -24727.2821  -24728.3781       1.0960   282.6
0.1520      -24727.2333  -24728.4080       1.1747   302.9
0.1525      -24727.2284  -24728.4291       1.2007   309.6
0.1530      -24727.2352  -24728.4313       1.1962   308.5
0.1535      -24727.2190  -24728.4167       1.1977   308.9
0.1540      -24727.2188  -24728.3804       1.1617   299.6
0.1545      -24727.2259  -24728.3350       1.1092   286.0
0.1550      -24727.2075  -24728.2932       1.0857   280.0
0.1555      -24727.2115  -24728.2677       1.0562   272.4
0.1560      -24727.2046  -24728.2660       1.0614   273.7
0.1565      -24727.2046  -24728.2956       1.0909   281.3
0.1570      -24727.2043  -24728.3418       1.1375   293.3
0.1575      -24727.1976  -24728.3911       1.1934   307.8
0.1580      -24727.1993  -24728.4372       1.2379   319.2
0.1585      -24727.2841  -24728.4659       1.1818   304.8
0.1590      -24727.2890  -24728.4623       1.1733   302.6
0.1595      -24727.2911  -24728.4312       1.1401   294.0
0.1600      -24727.2748  -24728.3979       1.1231   289.6
0.1605      -24727.2538  -24728.3852       1.1315   291.8
0.1610      -24727.2288  -24728.4022       1.1734   302.6
0.1615      -24727.2286  -24728.4429       1.2143   313.1
0.1620      -24727.2163  -24728.4916       1.2754   328.9
0.1625      -24727.2218  -24728.5339       1.3121   338.4
0.1630      -24727.2272  -24728.5641       1.3369   344.8
0.1635      -24727.2360  -24728.5741       1.3381   345.1
0.1640      -24727.2525  -24728.5649       1.3124   338.4
0.1645      -24727.2788  -24728.5451       1.2663   326.5
0.1650      -24727.2838  -24728.5146       1.2308   317.4
0.1655      -24727.2848  -24728.4847       1.1999   309.4
0.1660      -24727.2614  -24728.4644       1.2029   310.2
0.1665      -24727.2522  -24728.4520       1.1998   309.4
0.1670      -24727.2490  -24728.4458       1.1968   308.6
0.1675      -24727.2562  -24728.4324       1.1762   303.3
0.1680      -24727.2645  -24728.4071       1.1427   294.7
0.1685      -24727.2296  -24728.3728       1.1433   294.8
0.1690      -24727.2532  -24728.3307       1.0774   277.8
0.1695      -24727.1991  -24728.2917       1.0926   281.7
0.1700      -24727.1885  -24728.2600       1.0715   276.3
0.1705      -24727.1990  -24728.2534       1.0544   271.9
0.1710      -24727.2199  -24728.2753       1.0553   272.1
0.1715      -24727.2223  -24728.3254       1.1031   284.5
0.1720      -24727.2293  -24728.4007       1.1714   302.1
0.1725      -24727.2182  -24728.4915       1.2732   328.3
0.1730      -24727.2408  -24728.5821       1.3413   345.9
0.1735      -24727.2306  -24728.6509       1.4203   366.3
0.1740      -24727.2462  -24728.6745       1.4283   368.3
0.1745      -24727.2742  -24728.6393       1.3651   352.0
0.1750      -24727.3204  -24728.5548       1.2344   318.3
0.1755      -24727.3247  -24728.4587       1.1340   292.4
0.1760      -24727.3104  -24728.3909       1.0805   278.6
0.1765      -24727.3233  -24728.3686       1.0453   269.6
0.1770      -24727.3017  -24728.3928       1.0911   281.4
0.1775      -24727.2859  -24728.4455       1.1595   299.0
0.1780      -24727.2586  -24728.4972       1.2386   319.4
0.1785      -24727.2699  -24728.5224       1.2525   323.0
0.1790      -24727.2931  -24728.5121       1.2190   314.3
0.1795      -24727.2691  -24728.4683       1.1992   309.2
0.1800      -24727.2427  -24728.3922       1.1495   296.4
0.1805      -24727.2031  -24728.2916       1.0885   280.7
0.1810      -24727.2057  -24728.1843       0.9786   252.4
0.1815      -24727.1913  -24728.0924       0.9011   232.4
0.1820      -24727.1769  -24728.0383       0.8614   222.1
0.1825      -24727.2078  -24728.0340       0.8262   213.1
0.1830      -24727.1993  -24728.0789       0.8796   226.8
0.1835      -24727.1880  -24728.1564       0.9684   249.7
0.1840      -24727.2029  -24728.2451       1.0422   268.8
0.1845      -24727.2005  -24728.3251       1.1245   290.0
0.1850      -24727.1869  -24728.3762       1.1893   306.7
0.1855      -24727.1579  -24728.3929       1.2350   318.5
0.1860      -24727.1448  -24728.3743       1.2295   317.1
0.1865      -24727.1506  -24728.3390       1.1884   306.5
0.1870      -24727.1495  -24728.3028       1.1532   297.4
0.1875      -24727.1513  -24728.2798       1.1285   291.0
0.1880      -24727.1713  -24728.2833       1.1120   286.8
0.1885      -24727.1376  -24728.3187       1.1811   304.6
0.1890      -24727.1200  -24728.3691       1.2491   322.1
0.1895      -24727.0880  -24728.4146       1.3266   342.1
0.1900      -24727.0912  -24728.4435       1.3523   348.7
0.1905      -24727.0723  -24728.4404       1.3681   352.8
0.1910      -24727.0598  -24728.4056       1.3459   347.1
0.1915      -24727.0740  -24728.3438       1.2699   327.5
0.1920      -24727.0696  -24728.2670       1.1974   308.8
0.1925      -24727.0561  -24728.1953       1.1392   293.8
0.1930      -24727.0275  -24728.1520       1.1245   290.0
0.1935      -24727.0400  -24728.1502       1.1103   286.3
0.1940      -24727.0429  -24728.1917       1.1489   296.3
0.1945      -24727.0466  -24728.2593       1.2126   312.7
0.1950      -24727.0540  -24728.3302       1.2762   329.1
0.1955      -24727.0668  -24728.3832       1.3164   339.5
0.1960      -24727.0858  -24728.4083       1.3225   341.0
0.1965      -24727.1089  -24728.4036       1.2947   333.9
0.1970      -24727.0927  -24728.3814       1.2886   332.3
0.1975      -24727.0611  -24728.3624       1.3013   335.6
0.1980      -24727.0850  -24728.3592       1.2742   328.6
0.1985      -24727.0595  -24728.3848       1.3253   341.8
0.1990      -24727.0422  -24728.4316       1.3894   358.3
0.1995      -24727.0616  -24728.4880       1.4264   367.8
0.2000      -24727.0629  -24728.5317       1.4688   378.8
0.2005      -24727.1315  -24728.5454       1.4139   364.6
0.2010      -24727.1107  -24728.5257       1.4150   364.9
0.2015      -24727.0798  -24728.4791       1.3993   360.8
0.2020      -24727.0111  -24728.4052       1.3941   359.5
0.2025      -24727.0233  -24728.3237       1.3004   335.4
0.2030      -24726.9937  -24728.2531       1.2594   324.8
0.2035      -24726.9639  -24728.2069       1.2430   320.5
0.2040      -24726.9856  -24728.1965       1.2109   312.3
0.2045      -24726.9640  -24728.2260       1.2620   325.4
0.2050      -24726.9632  -24728.2786       1.3154   339.2
0.2055      -24726.9700  -24728.3276       1.3576   350.1
0.2060      -24726.9848  -24728.3475       1.3627   351.4
0.2065      -24727.0250  -24728.3251       1.3002   335.3
0.2070      -24727.0031  -24728.2771       1.2741   328.6
0.2075      -24727.0250  -24728.2252       1.2002   309.5
0.2080      -24727.0073  -24728.1962       1.1890   306.6
0.2085      -24727.0254  -24728.2125       1.1871   306.1
0.2090      -24727.0350  -24728.2765       1.2415   320.2
0.2095      -24727.0592  -24728.3715       1.3123   338.4
0.2100      -24727.0760  -24728.4719       1.3959   360.0
0.2105      -24727.0475  -24728.5459       1.4984   386.4
0.2110      -24727.0457  -24728.5780       1.5323   395.2
0.2115      -24727.0235  -24728.5638       1.5403   397.2
0.2120      -24727.0078  -24728.5082       1.5004   386.9
0.2125      -24727.0009  -24728.4327       1.4318   369.2
0.2130      -24727.0374  -24728.3534       1.3160   339.4
0.2135      -24727.0471  -24728.2918       1.2448   321.0
0.2140      -24727.0689  -24728.2542       1.1853   305.7
0.2145      -24727.0646  -24728.2528       1.1882   306.4
0.2150      -24727.0583  -24728.2880       1.2297   317.1
0.2155      -24727.0652  -24728.3466       1.2814   330.4
0.2160      -24727.0267  -24728.4236       1.3969   360.2
0.2165      -24727.0278  -24728.5005       1.4727   379.8
0.2170      -24727.0043  -24728.5544       1.5501   399.7
0.2175      -24727.0456  -24728.5652       1.5196   391.9
0.2180      -24727.0745  -24728.5347       1.4602   376.6
0.2185      -24727.0885  -24728.4793       1.3909   358.7
0.2190      -24727.0154  -24728.4243       1.4088   363.3
0.2195      -24727.0127  -24728.3872       1.3745   354.5
0.2200      -24727.0035  -24728.3776       1.3741   354.3
0.2205      -24727.0259  -24728.4040       1.3780   355.4
0.2210      -24727.0147  -24728.4568       1.4421   371.9
0.2215      -24726.9909  -24728.5065       1.5156   390.8
0.2220      -24727.0132  -24728.5407       1.5275   393.9
0.2225      -24726.9998  -24728.5599       1.5602   402.3
0.2230      -24726.9352  -24728.5617       1.6265   419.4
0.2235      -24726.9611  -24728.5407       1.5796   407.3
0.2240      -24726.9590  -24728.4978       1.5389   396.8
0.2245      -24726.9851  -24728.4486       1.4635   377.4
0.2250      -24727.0133  -24728.4063       1.3930   359.2
0.2255      -24726.9953  -24728.3793       1.3840   356.9
0.2260      -24727.0453  -24728.3737       1.3283   342.6
0.2265      -24727.0472  -24728.3770       1.3298   342.9
0.2270      -24727.0493  -24728.3759       1.3265   342.1
0.2275      -24727.0323  -24728.3641       1.3318   343.4
0.2280      -24727.0636  -24728.3403       1.2767   329.2
0.2285      -24727.0338  -24728.3018       1.2680   327.0
0.2290      -24727.0389  -24728.2642       1.2253   316.0
0.2295      -24727.0453  -24728.2440       1.1987   309.1
0.2300      -24726.9794  -24728.2475       1.2681   327.0
0.2305      -24726.9634  -24728.2704       1.3070   337.1
0.2310      -24726.9390  -24728.2946       1.3556   349.6
0.2315      -24726.9221  -24728.3102       1.3881   358.0
0.2320      -24726.9055  -24728.3182       1.4127   364.3
0.2325      -24726.9148  -24728.3146       1.3999   361.0
0.2330      -24726.8757  -24728.2942       1.4185   365.8
0.2335      -24726.8827  -24728.2586       1.3759   354.8
0.2340      -24726.8457  -24728.2062       1.3605   350.8
0.2345      -24726.8698  -24728.1441       1.2743   328.6
0.2350      -24726.8626  -24728.0896       1.2270   316.4
0.2355      -24726.8700  -24728.0560       1.1859   305.8
0.2360      -24726.8570  -24728.0552       1.1982   309.0
0.2365      -24726.8332  -24728.0868       1.2536   323.3
0.2370      -24726.8516  -24728.1388       1.2872   331.9
0.2375      -24726.8298  -24728.1947       1.3650   352.0
0.2380      -24726.8854  -24728.2282       1.3428   346.3
0.2385      -24726.8778  -24728.2246       1.3468   347.3
0.2390      -24726.8871  -24728.1852       1.2981   334.7
0.2395      -24726.8533  -24728.1206       1.2673   326.8
0.2400      -24726.8632  -24728.0523       1.1891   306.6
0.2405      -24726.8526  -24728.0031       1.1505   296.7
0.2410      -24726.8830  -24727.9919       1.1089   286.0
0.2415      -24726.8982  -24728.0186       1.1203   288.9
0.2420      -24726.8845  -24728.0732       1.1887   306.5
0.2425      -24726.8971  -24728.1336       1.2365   318.9
0.2430      -24726.8907  -24728.1830       1.2923   333.3
0.2435      -24726.9098  -24728.2140       1.3042   336.3
0.2440      -24726.9008  -24728.2249       1.3241   341.5
0.2445      -24726.9259  -24728.2177       1.2918   333.1
0.2450      -24726.9213  -24728.1929       1.2716   327.9
0.2455      -24726.9246  -24728.1528       1.2282   316.7
0.2460      -24726.9477  -24728.1088       1.1611   299.4
0.2465      -24726.9567  -24728.0886       1.1319   291.9
0.2470      -24726.9731  -24728.1075       1.1344   292.5
0.2475      -24726.9403  -24728.1605       1.2202   314.7
0.2480      -24726.9662  -24728.2232       1.2571   324.2
