Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24726.2021  -24726.2021       0.0000     0.0
0.0005      -24726.1890  -24726.2048       0.0158     4.1
0.0010      -24726.1791  -24726.2140       0.0349     9.0
0.0015      -24726.1617  -24726.2277       0.0659    17.0
0.0020      -24726.1424  -24726.2485       0.1061    27.4
0.0025      -24726.1332  -24726.2760       0.1428    36.8
0.0030      -24726.1183  -24726.3085       0.1902    49.0
0.0035      -24726.1148  -24726.3438       0.2290    59.0
0.0040      -24726.1160  -24726.3815       0.2655    68.5
0.0045      -24726.1011  -24726.4208       0.3197    82.4
0.0050      -24726.1010  -24726.4588       0.3579    92.3
0.0055      -24726.0754  -24726.4961       0.4206   108.5
0.0060      -24726.0609  -24726.5307       0.4698   121.2
0.0065      -24726.0493  -24726.5622       0.5129   132.3
0.0070      -24726.0427  -24726.5897       0.5470   141.1
0.0075      -24726.0323  -24726.6112       0.5789   149.3
0.0080      -24726.0483  -24726.6240       0.5757   148.5
0.0085      -24726.0394  -24726.6309       0.5915   152.5
0.0090      -24726.0153  -24726.6330       0.6177   159.3
0.0095      -24725.9944  -24726.6306       0.6362   164.1
0.0100      -24725.9926  -24726.6252       0.6326   163.1
0.0105      -24725.9679  -24726.6161       0.6482   167.2
0.0110      -24725.9762  -24726.6018       0.6255   161.3
0.0115      -24725.9590  -24726.5851       0.6261   161.5
0.0120      -24725.9523  -24726.5673       0.6150   158.6
0.0125      -24725.9322  -24726.5522       0.6200   159.9
0.0130      -24725.9188  -24726.5411       0.6223   160.5
0.0135      -24725.9262  -24726.5346       0.6085   156.9
0.0140      -24725.9007  -24726.5327       0.6319   163.0
0.0145      -24725.8836  -24726.5353       0.6517   168.1
0.0150      -24725.9022  -24726.5402       0.6380   164.5
0.0155      -24725.8896  -24726.5458       0.6562   169.2
0.0160      -24725.8862  -24726.5503       0.6641   171.3
0.0165      -24725.8407  -24726.5522       0.7115   183.5
0.0170      -24725.8602  -24726.5535       0.6932   178.8
0.0175      -24725.8511  -24726.5534       0.7023   181.1
0.0180      -24725.8772  -24726.5524       0.6752   174.1
0.0185      -24725.8693  -24726.5535       0.6842   176.4
0.0190      -24725.8936  -24726.5576       0.6640   171.2
0.0195      -24725.8972  -24726.5632       0.6659   171.7
0.0200      -24725.9013  -24726.5721       0.6708   173.0
0.0205      -24725.9159  -24726.5860       0.6702   172.8
0.0210      -24725.9125  -24726.6027       0.6902   178.0
0.0215      -24725.9055  -24726.6193       0.7138   184.1
0.0220      -24725.9045  -24726.6372       0.7327   189.0
0.0225      -24725.9000  -24726.6564       0.7565   195.1
0.0230      -24725.8955  -24726.6748       0.7793   201.0
0.0235      -24725.8637  -24726.6924       0.8287   213.7
0.0240      -24725.8665  -24726.7080       0.8416   217.0
0.0245      -24725.8617  -24726.7204       0.8587   221.4
0.0250      -24725.8691  -24726.7315       0.8624   222.4
0.0255      -24725.8837  -24726.7432       0.8596   221.7
0.0260      -24725.8448  -24726.7542       0.9094   234.5
0.0265      -24725.8158  -24726.7621       0.9463   244.0
0.0270      -24725.7966  -24726.7672       0.9706   250.3
0.0275      -24725.7634  -24726.7683       1.0049   259.1
0.0280      -24725.7592  -24726.7668       1.0076   259.8
0.0285      -24725.7635  -24726.7621       0.9986   257.5
0.0290      -24725.6956  -24726.7543       1.0588   273.0
0.0295      -24725.7188  -24726.7397       1.0209   263.3
0.0300      -24725.7450  -24726.7206       0.9756   251.6
0.0305      -24725.7407  -24726.6954       0.9547   246.2
0.0310      -24725.7286  -24726.6666       0.9380   241.9
0.0315      -24725.7147  -24726.6357       0.9210   237.5
0.0320      -24725.6942  -24726.6062       0.9121   235.2
0.0325      -24725.6816  -24726.5835       0.9019   232.6
0.0330      -24725.6667  -24726.5713       0.9046   233.3
0.0335      -24725.6634  -24726.5705       0.9071   233.9
0.0340      -24725.6441  -24726.5846       0.9405   242.5
0.0345      -24725.6584  -24726.6102       0.9518   245.5
0.0350      -24725.6533  -24726.6390       0.9857   254.2
0.0355      -24725.6807  -24726.6693       0.9886   254.9
0.0360      -24725.6756  -24726.6998       1.0242   264.1
0.0365      -24725.6849  -24726.7264       1.0416   268.6
0.0370      -24725.6534  -24726.7505       1.0972   282.9
0.0375      -24725.6765  -24726.7719       1.0954   282.5
0.0380      -24725.6634  -24726.7917       1.1283   291.0
0.0385      -24725.6556  -24726.8118       1.1562   298.1
0.0390      -24725.6566  -24726.8351       1.1785   303.9
0.0395      -24725.6391  -24726.8598       1.2207   314.8
0.0400      -24725.6278  -24726.8852       1.2574   324.3
0.0405      -24725.6300  -24726.9069       1.2769   329.3
0.0410      -24725.7116  -24726.9205       1.2088   311.7
0.0415      -24725.6784  -24726.9232       1.2449   321.0
0.0420      -24725.7123  -24726.9116       1.1993   309.3
0.0425      -24725.7612  -24726.8886       1.1275   290.7
0.0430      -24725.7786  -24726.8573       1.0787   278.2
0.0435      -24725.7859  -24726.8187       1.0328   266.3
0.0440      -24725.8156  -24726.7804       0.9648   248.8
0.0445      -24725.8113  -24726.7479       0.9366   241.5
0.0450      -24725.8044  -24726.7224       0.9181   236.8
0.0455      -24725.8299  -24726.7068       0.8769   226.1
0.0460      -24725.8165  -24726.6968       0.8804   227.0
0.0465      -24725.8532  -24726.6918       0.8386   216.3
0.0470      -24725.8847  -24726.6862       0.8015   206.7
0.0475      -24725.8753  -24726.6781       0.8029   207.0
0.0480      -24725.8671  -24726.6631       0.7960   205.3
0.0485      -24725.8712  -24726.6439       0.7727   199.3
0.0490      -24725.8349  -24726.6199       0.7850   202.4
0.0495      -24725.8320  -24726.5923       0.7603   196.1
0.0500      -24725.8123  -24726.5667       0.7543   194.5
0.0505      -24725.8108  -24726.5532       0.7424   191.4
0.0510      -24725.8230  -24726.5594       0.7364   189.9
0.0515      -24725.8332  -24726.5857       0.7526   194.1
0.0520      -24725.8367  -24726.6192       0.7825   201.8
0.0525      -24725.8138  -24726.6515       0.8377   216.0
0.0530      -24725.7814  -24726.6729       0.8915   229.9
0.0535      -24725.8069  -24726.6778       0.8708   224.6
0.0540      -24725.8550  -24726.6705       0.8154   210.3
0.0545      -24725.8827  -24726.6577       0.7750   199.9
0.0550      -24725.8769  -24726.6446       0.7676   198.0
0.0555      -24725.8550  -24726.6331       0.7781   200.7
0.0560      -24725.8741  -24726.6262       0.7521   194.0
0.0565      -24725.8341  -24726.6241       0.7900   203.7
0.0570      -24725.8082  -24726.6245       0.8163   210.5
0.0575      -24725.7975  -24726.6237       0.8262   213.1
0.0580      -24725.7807  -24726.6253       0.8446   217.8
0.0585      -24725.8215  -24726.6311       0.8096   208.8
0.0590      -24725.8008  -24726.6426       0.8417   217.1
0.0595      -24725.7633  -24726.6573       0.8940   230.5
0.0600      -24725.7848  -24726.6710       0.8861   228.5
0.0605      -24725.7965  -24726.6825       0.8860   228.5
0.0610      -24725.7694  -24726.6886       0.9192   237.0
0.0615      -24725.7604  -24726.6848       0.9244   238.4
0.0620      -24725.8080  -24726.6709       0.8629   222.5
0.0625      -24725.7857  -24726.6489       0.8632   222.6
0.0630      -24725.7733  -24726.6188       0.8454   218.0
0.0635      -24725.7696  -24726.5809       0.8113   209.2
0.0640      -24725.7866  -24726.5422       0.7556   194.9
0.0645      -24725.8006  -24726.5141       0.7135   184.0
