Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24729.2507  -24729.2507       0.0000     0.0
0.0005      -24729.2358  -24729.2659       0.0301     7.8
0.0010      -24729.2284  -24729.3036       0.0752    19.4
0.0015      -24729.2216  -24729.3513       0.1297    33.4
0.0020      -24729.2208  -24729.4002       0.1794    46.3
0.0025      -24729.2167  -24729.4289       0.2121    54.7
0.0030      -24729.2085  -24729.4250       0.2164    55.8
0.0035      -24729.1932  -24729.3875       0.1943    50.1
0.0040      -24729.1831  -24729.3351       0.1520    39.2
0.0045      -24729.1671  -24729.2899       0.1229    31.7
0.0050      -24729.1542  -24729.2682       0.1140    29.4
0.0055      -24729.1513  -24729.2734       0.1221    31.5
0.0060      -24729.1357  -24729.3002       0.1646    42.4
0.0065      -24729.1427  -24729.3360       0.1933    49.8
0.0070      -24729.1203  -24729.3664       0.2461    63.5
0.0075      -24729.1136  -24729.3769       0.2633    67.9
0.0080      -24729.1058  -24729.3619       0.2561    66.0
0.0085      -24729.0971  -24729.3307       0.2336    60.2
0.0090      -24729.0999  -24729.2942       0.1943    50.1
0.0095      -24729.0842  -24729.2669       0.1827    47.1
0.0100      -24729.0823  -24729.2531       0.1708    44.0
0.0105      -24729.0572  -24729.2530       0.1958    50.5
0.0110      -24729.0446  -24729.2633       0.2187    56.4
0.0115      -24729.0247  -24729.2793       0.2546    65.7
0.0120      -24729.0255  -24729.2914       0.2658    68.6
0.0125      -24729.0417  -24729.2932       0.2514    64.8
0.0130      -24729.0184  -24729.2804       0.2620    67.6
0.0135      -24728.9861  -24729.2529       0.2668    68.8
0.0140      -24729.0030  -24729.2223       0.2192    56.5
0.0145      -24728.9983  -24729.2009       0.2026    52.2
0.0150      -24728.9924  -24729.1906       0.1982    51.1
0.0155      -24728.9817  -24729.1984       0.2166    55.9
0.0160      -24728.9836  -24729.2181       0.2345    60.5
0.0165      -24728.9830  -24729.2417       0.2587    66.7
0.0170      -24728.9779  -24729.2573       0.2794    72.1
0.0175      -24728.9894  -24729.2594       0.2700    69.6
0.0180      -24728.9789  -24729.2464       0.2675    69.0
0.0185      -24728.9647  -24729.2203       0.2556    65.9
0.0190      -24728.9525  -24729.1892       0.2367    61.0
0.0195      -24728.9485  -24729.1650       0.2165    55.8
0.0200      -24728.9422  -24729.1577       0.2155    55.6
0.0205      -24728.9169  -24729.1704       0.2534    65.4
0.0210      -24728.9014  -24729.1964       0.2950    76.1
0.0215      -24728.8917  -24729.2266       0.3348    86.3
0.0220      -24728.8651  -24729.2501       0.3850    99.3
0.0225      -24728.8539  -24729.2569       0.4029   103.9
0.0230      -24728.8487  -24729.2426       0.3939   101.6
0.0235      -24728.8214  -24729.2080       0.3865    99.7
0.0240      -24728.7961  -24729.1619       0.3658    94.3
0.0245      -24728.7863  -24729.1228       0.3365    86.8
0.0250      -24728.7934  -24729.1032       0.3098    79.9
0.0255      -24728.7739  -24729.1076       0.3337    86.1
0.0260      -24728.7603  -24729.1262       0.3659    94.4
0.0265      -24728.7471  -24729.1539       0.4068   104.9
0.0270      -24728.7256  -24729.1776       0.4520   116.6
0.0275      -24728.7096  -24729.1840       0.4744   122.3
0.0280      -24728.7073  -24729.1694       0.4621   119.2
0.0285      -24728.6933  -24729.1366       0.4433   114.3
0.0290      -24728.6567  -24729.0911       0.4344   112.0
0.0295      -24728.6317  -24729.0417       0.4100   105.7
0.0300      -24728.6043  -24729.0014       0.3971   102.4
0.0305      -24728.5791  -24728.9837       0.4046   104.3
0.0310      -24728.5929  -24728.9949       0.4021   103.7
0.0315      -24728.5748  -24729.0311       0.4563   117.7
0.0320      -24728.5640  -24729.0778       0.5138   132.5
0.0325      -24728.5509  -24729.1193       0.5684   146.6
0.0330      -24728.5355  -24729.1398       0.6043   155.8
0.0335      -24728.5562  -24729.1276       0.5714   147.4
0.0340      -24728.5831  -24729.0844       0.5013   129.3
0.0345      -24728.5703  -24729.0253       0.4550   117.3
0.0350      -24728.5687  -24728.9668       0.3981   102.7
0.0355      -24728.5405  -24728.9267       0.3862    99.6
0.0360      -24728.5499  -24728.9138       0.3639    93.8
0.0365      -24728.5245  -24728.9328       0.4082   105.3
0.0370      -24728.5101  -24728.9754       0.4653   120.0
0.0375      -24728.5212  -24729.0262       0.5050   130.2
0.0380      -24728.5308  -24729.0666       0.5358   138.2
0.0385      -24728.5322  -24729.0840       0.5518   142.3
0.0390      -24728.5397  -24729.0716       0.5319   137.2
0.0395      -24728.5390  -24729.0377       0.4987   128.6
0.0400      -24728.5232  -24728.9907       0.4675   120.6
0.0405      -24728.5020  -24728.9459       0.4439   114.5
0.0410      -24728.4976  -24728.9241       0.4265   110.0
0.0415      -24728.4702  -24728.9305       0.4604   118.7
0.0420      -24728.4583  -24728.9663       0.5080   131.0
0.0425      -24728.4356  -24729.0137       0.5780   149.1
0.0430      -24728.4171  -24729.0502       0.6331   163.3
0.0435      -24728.4258  -24729.0641       0.6383   164.6
0.0440      -24728.4150  -24729.0558       0.6408   165.2
0.0445      -24728.4642  -24729.0317       0.5675   146.3
0.0450      -24728.4787  -24729.0044       0.5257   135.6
0.0455      -24728.4503  -24728.9877       0.5374   138.6
0.0460      -24728.4387  -24728.9876       0.5489   141.5
0.0465      -24728.4396  -24729.0104       0.5709   147.2
0.0470      -24728.4299  -24729.0453       0.6154   158.7
0.0475      -24728.4016  -24729.0795       0.6778   174.8
0.0480      -24728.3573  -24729.0943       0.7370   190.1
0.0485      -24728.3531  -24729.0891       0.7360   189.8
0.0490      -24728.3607  -24729.0648       0.7041   181.6
0.0495      -24728.3474  -24729.0287       0.6813   175.7
0.0500      -24728.3376  -24728.9903       0.6528   168.3
0.0505      -24728.3224  -24728.9581       0.6358   163.9
0.0510      -24728.3221  -24728.9383       0.6162   158.9
0.0515      -24728.3452  -24728.9417       0.5965   153.8
0.0520      -24728.3258  -24728.9605       0.6347   163.7
0.0525      -24728.3263  -24728.9837       0.6574   169.5
0.0530      -24728.2974  -24728.9991       0.7017   181.0
0.0535      -24728.3017  -24728.9979       0.6962   179.5
0.0540      -24728.2985  -24728.9796       0.6810   175.6
0.0545      -24728.3134  -24728.9540       0.6406   165.2
0.0550      -24728.3064  -24728.9300       0.6236   160.8
0.0555      -24728.3130  -24728.9116       0.5986   154.4
0.0560      -24728.3144  -24728.9060       0.5916   152.5
0.0565      -24728.3105  -24728.9104       0.5999   154.7
0.0570      -24728.2955  -24728.9239       0.6284   162.0
0.0575      -24728.2495  -24728.9482       0.6987   180.2
0.0580      -24728.2633  -24728.9679       0.7046   181.7
0.0585      -24728.2982  -24728.9811       0.6829   176.1
0.0590      -24728.3076  -24728.9893       0.6817   175.8
0.0595      -24728.3122  -24728.9935       0.6813   175.7
0.0600      -24728.2929  -24728.9920       0.6991   180.3
0.0605      -24728.3231  -24728.9855       0.6624   170.8
0.0610      -24728.3283  -24728.9725       0.6442   166.1
0.0615      -24728.3201  -24728.9483       0.6282   162.0
0.0620      -24728.3167  -24728.9133       0.5965   153.8
0.0625      -24728.3027  -24728.8753       0.5726   147.7
0.0630      -24728.3011  -24728.8410       0.5399   139.2
0.0635      -24728.2958  -24728.8149       0.5191   133.9
0.0640      -24728.3376  -24728.8054       0.4678   120.6
0.0645      -24728.3222  -24728.8135       0.4913   126.7
0.0650      -24728.3230  -24728.8307       0.5078   130.9
0.0655      -24728.3016  -24728.8455       0.5439   140.3
0.0660      -24728.2634  -24728.8536       0.5902   152.2
0.0665      -24728.2172  -24728.8536       0.6364   164.1
0.0670      -24728.2049  -24728.8474       0.6425   165.7
0.0675      -24728.2163  -24728.8400       0.6237   160.8
0.0680      -24728.2231  -24728.8301       0.6070   156.5
0.0685      -24728.2379  -24728.8278       0.5899   152.1
0.0690      -24728.2394  -24728.8341       0.5947   153.4
0.0695      -24728.1951  -24728.8531       0.6580   169.7
0.0700      -24728.2057  -24728.8840       0.6783   174.9
0.0705      -24728.2033  -24728.9260       0.7228   186.4
0.0710      -24728.1928  -24728.9652       0.7723   199.2
0.0715      -24728.1850  -24728.9929       0.8079   208.4
0.0720      -24728.1737  -24729.0016       0.8279   213.5
0.0725      -24728.1890  -24728.9906       0.8015   206.7
0.0730      -24728.1961  -24728.9653       0.7692   198.4
