Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4182.1063   -4182.1063       0.0000     0.0
0.0005       -4182.0997   -4182.1135       0.0138    15.3
0.0010       -4182.1051   -4182.1320       0.0270    29.8
0.0015       -4182.1100   -4182.1605       0.0505    55.9
0.0020       -4182.1017   -4182.2012       0.0996   110.0
0.0025       -4182.0979   -4182.2550       0.1571   173.6
0.0030       -4182.1111   -4182.3189       0.2078   229.7
0.0035       -4182.0922   -4182.3919       0.2997   331.2
0.0040       -4182.0995   -4182.4719       0.3725   411.6
0.0045       -4182.1198   -4182.5540       0.4342   479.8
0.0050       -4182.1228   -4182.6364       0.5136   567.6
0.0055       -4182.1079   -4182.7196       0.6118   676.1
0.0060       -4182.1348   -4182.7998       0.6650   734.9
0.0065       -4182.1360   -4182.8760       0.7400   817.8
0.0070       -4182.1513   -4182.9463       0.7950   878.6
0.0075       -4182.2359   -4183.0075       0.7716   852.8
0.0080       -4182.2679   -4183.0593       0.7913   874.6
0.0085       -4182.3303   -4183.1045       0.7742   855.6
0.0090       -4182.3251   -4183.1440       0.8189   905.1
0.0095       -4182.3072   -4183.1797       0.8725   964.3
0.0100       -4182.3132   -4183.2116       0.8984   993.0
0.0105       -4182.3708   -4183.2387       0.8679   959.2
0.0110       -4182.3854   -4183.2617       0.8763   968.4
0.0115       -4182.3547   -4183.2801       0.9255  1022.8
0.0120       -4182.3816   -4183.2922       0.9106  1006.4
0.0125       -4182.3936   -4183.2969       0.9033   998.3
0.0130       -4182.3878   -4183.2980       0.9101  1005.9
0.0135       -4182.3495   -4183.2973       0.9479  1047.6
0.0140       -4182.3768   -4183.2975       0.9207  1017.6
0.0145       -4182.3699   -4183.3021       0.9322  1030.3
0.0150       -4182.3848   -4183.3144       0.9297  1027.5
0.0155       -4182.4241   -4183.3298       0.9057  1000.9
0.0160       -4182.4272   -4183.3476       0.9204  1017.3
0.0165       -4182.4378   -4183.3631       0.9253  1022.6
0.0170       -4182.4404   -4183.3769       0.9365  1035.0
0.0175       -4182.4616   -4183.3854       0.9238  1021.0
0.0180       -4182.4668   -4183.3861       0.9193  1016.0
0.0185       -4182.4930   -4183.3815       0.8885   981.9
0.0190       -4182.5192   -4183.3770       0.8578   948.1
0.0195       -4182.5321   -4183.3748       0.8427   931.3
0.0200       -4182.5155   -4183.3768       0.8613   951.9
0.0205       -4182.5455   -4183.3828       0.8373   925.4
0.0210       -4182.5739   -4183.3949       0.8210   907.3
0.0215       -4182.5948   -4183.4115       0.8167   902.6
0.0220       -4182.6020   -4183.4307       0.8287   915.9
0.0225       -4182.5990   -4183.4488       0.8497   939.1
0.0230       -4182.6315   -4183.4614       0.8299   917.2
0.0235       -4182.6697   -4183.4655       0.7958   879.5
0.0240       -4182.6647   -4183.4631       0.7984   882.4
0.0245       -4182.6380   -4183.4596       0.8216   908.0
0.0250       -4182.6642   -4183.4573       0.7931   876.5
0.0255       -4182.6428   -4183.4638       0.8211   907.4
0.0260       -4182.6368   -4183.4791       0.8423   930.9
0.0265       -4182.6085   -4183.4938       0.8853   978.5
0.0270       -4182.6000   -4183.5017       0.9017   996.6
0.0275       -4182.5747   -4183.5000       0.9254  1022.7
0.0280       -4182.6145   -4183.4870       0.8725   964.3
0.0285       -4182.5843   -4183.4641       0.8798   972.3
0.0290       -4182.5868   -4183.4387       0.8518   941.5
0.0295       -4182.6301   -4183.4150       0.7849   867.4
0.0300       -4182.6011   -4183.3928       0.7918   875.1
0.0305       -4182.5605   -4183.3756       0.8151   900.9
0.0310       -4182.5964   -4183.3644       0.7680   848.7
0.0315       -4182.5628   -4183.3566       0.7938   877.3
0.0320       -4182.5729   -4183.3503       0.7774   859.2
0.0325       -4182.5626   -4183.3438       0.7812   863.4
0.0330       -4182.6220   -4183.3387       0.7166   792.0
0.0335       -4182.5955   -4183.3307       0.7352   812.6
0.0340       -4182.6510   -4183.3151       0.6641   734.0
0.0345       -4182.6720   -4183.2899       0.6179   682.9
0.0350       -4182.6686   -4183.2549       0.5863   647.9
0.0355       -4182.6560   -4183.2164       0.5603   619.3
0.0360       -4182.7021   -4183.1826       0.4805   531.0
0.0365       -4182.6904   -4183.1589       0.4685   517.8
0.0370       -4182.6518   -4183.1488       0.4970   549.3
0.0375       -4182.6812   -4183.1421       0.4610   509.5
0.0380       -4182.6719   -4183.1316       0.4597   508.1
0.0385       -4182.6736   -4183.1146       0.4410   487.4
0.0390       -4182.7088   -4183.0888       0.3800   420.0
0.0395       -4182.7099   -4183.0603       0.3505   387.3
0.0400       -4182.7189   -4183.0320       0.3131   346.1
0.0405       -4182.7288   -4183.0091       0.2803   309.8
0.0410       -4182.7442   -4182.9934       0.2492   275.4
0.0415       -4182.7315   -4182.9893       0.2578   284.9
0.0420       -4182.7578   -4182.9944       0.2366   261.5
0.0425       -4182.7354   -4183.0055       0.2700   298.4
0.0430       -4182.7389   -4183.0201       0.2812   310.8
0.0435       -4182.7272   -4183.0384       0.3112   343.9
0.0440       -4182.7305   -4183.0583       0.3279   362.3
0.0445       -4182.7414   -4183.0753       0.3340   369.1
0.0450       -4182.7524   -4183.0877       0.3352   370.5
0.0455       -4182.7554   -4183.0953       0.3398   375.6
0.0460       -4182.7554   -4183.0987       0.3433   379.4
0.0465       -4182.7894   -4183.0963       0.3069   339.2
0.0470       -4182.7961   -4183.0951       0.2990   330.4
0.0475       -4182.7975   -4183.0947       0.2972   328.4
0.0480       -4182.7900   -4183.0910       0.3011   332.7
0.0485       -4182.7531   -4183.0838       0.3308   365.5
0.0490       -4182.7360   -4183.0724       0.3364   371.7
0.0495       -4182.7367   -4183.0591       0.3224   356.4
0.0500       -4182.7295   -4183.0448       0.3153   348.5
0.0505       -4182.7085   -4183.0327       0.3242   358.2
0.0510       -4182.7130   -4183.0242       0.3112   343.9
0.0515       -4182.6966   -4183.0193       0.3227   356.6
0.0520       -4182.6913   -4183.0196       0.3282   362.7
0.0525       -4182.6958   -4183.0310       0.3352   370.5
0.0530       -4182.6791   -4183.0492       0.3701   409.0
0.0535       -4182.6634   -4183.0726       0.4092   452.2
0.0540       -4182.6618   -4183.0986       0.4368   482.8
0.0545       -4182.6803   -4183.1261       0.4457   492.6
0.0550       -4182.6806   -4183.1586       0.4780   528.3
0.0555       -4182.7056   -4183.1967       0.4911   542.8
0.0560       -4182.7014   -4183.2365       0.5351   591.4
0.0565       -4182.6853   -4183.2789       0.5936   656.0
0.0570       -4182.6904   -4183.3214       0.6310   697.4
0.0575       -4182.6564   -4183.3636       0.7072   781.6
0.0580       -4182.6947   -4183.4004       0.7057   779.9
0.0585       -4182.6973   -4183.4359       0.7386   816.2
0.0590       -4182.7376   -4183.4688       0.7312   808.1
0.0595       -4182.7533   -4183.4989       0.7456   824.0
0.0600       -4182.7646   -4183.5264       0.7619   842.0
0.0605       -4182.7904   -4183.5483       0.7579   837.6
0.0610       -4182.8076   -4183.5623       0.7547   834.1
0.0615       -4182.7666   -4183.5662       0.7995   883.6
0.0620       -4182.8367   -4183.5580       0.7213   797.2
0.0625       -4182.9107   -4183.5418       0.6311   697.5
0.0630       -4182.8680   -4183.5212       0.6532   721.9
0.0635       -4182.8696   -4183.5029       0.6333   699.9
0.0640       -4182.8699   -4183.4940       0.6240   689.7
0.0645       -4182.8358   -4183.4951       0.6593   728.7
0.0650       -4182.8618   -4183.5101       0.6483   716.5
0.0655       -4182.8344   -4183.5384       0.7040   778.1
0.0660       -4182.8419   -4183.5744       0.7325   809.6
0.0665       -4182.8701   -4183.6054       0.7353   812.6
0.0670       -4182.8790   -4183.6232       0.7442   822.5
0.0675       -4182.8175   -4183.6261       0.8086   893.6
0.0680       -4182.7803   -4183.6115       0.8312   918.6
0.0685       -4182.7555   -4183.5770       0.8215   908.0
0.0690       -4182.7481   -4183.5280       0.7799   861.9
0.0695       -4182.7641   -4183.4826       0.7185   794.1
0.0700       -4182.7157   -4183.4525       0.7369   814.4
0.0705       -4182.7223   -4183.4357       0.7134   788.4
0.0710       -4182.7510   -4183.4309       0.6798   751.4
0.0715       -4182.7272   -4183.4396       0.7124   787.3
0.0720       -4182.7316   -4183.4494       0.7178   793.3
0.0725       -4182.7968   -4183.4509       0.6541   722.9
0.0730       -4182.8275   -4183.4424       0.6149   679.6
0.0735       -4182.8163   -4183.4262       0.6098   674.0
0.0740       -4182.8108   -4183.3990       0.5882   650.1
0.0745       -4182.7932   -4183.3690       0.5758   636.4
0.0750       -4182.7764   -4183.3394       0.5630   622.2
0.0755       -4182.7391   -4183.3201       0.5810   642.1
0.0760       -4182.7297   -4183.3194       0.5897   651.7
0.0765       -4182.7423   -4183.3383       0.5959   658.6
0.0770       -4182.7525   -4183.3708       0.6183   683.3
0.0775       -4182.8020   -4183.4043       0.6023   665.6
