Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24728.7806  -24728.7806       0.0000     0.0
0.0005      -24728.7696  -24728.7825       0.0129     3.3
0.0010      -24728.7575  -24728.7862       0.0287     7.4
0.0015      -24728.7363  -24728.7917       0.0554    14.3
0.0020      -24728.7326  -24728.7992       0.0665    17.2
0.0025      -24728.7259  -24728.8080       0.0820    21.2
0.0030      -24728.7233  -24728.8173       0.0940    24.2
0.0035      -24728.7152  -24728.8280       0.1129    29.1
0.0040      -24728.7146  -24728.8393       0.1248    32.2
0.0045      -24728.7032  -24728.8497       0.1465    37.8
0.0050      -24728.6945  -24728.8594       0.1649    42.5
0.0055      -24728.6827  -24728.8662       0.1835    47.3
0.0060      -24728.6602  -24728.8719       0.2117    54.6
0.0065      -24728.6429  -24728.8776       0.2347    60.5
0.0070      -24728.6457  -24728.8811       0.2353    60.7
0.0075      -24728.6363  -24728.8827       0.2464    63.5
0.0080      -24728.6180  -24728.8823       0.2643    68.2
0.0085      -24728.6189  -24728.8790       0.2601    67.1
0.0090      -24728.6159  -24728.8738       0.2579    66.5
0.0095      -24728.6204  -24728.8688       0.2484    64.1
0.0100      -24728.6185  -24728.8617       0.2432    62.7
0.0105      -24728.5959  -24728.8544       0.2586    66.7
0.0110      -24728.5938  -24728.8459       0.2521    65.0
0.0115      -24728.5854  -24728.8378       0.2525    65.1
0.0120      -24728.5640  -24728.8322       0.2681    69.1
0.0125      -24728.5518  -24728.8286       0.2769    71.4
0.0130      -24728.5388  -24728.8250       0.2862    73.8
0.0135      -24728.5135  -24728.8229       0.3093    79.8
0.0140      -24728.5091  -24728.8218       0.3127    80.7
0.0145      -24728.4981  -24728.8226       0.3244    83.7
0.0150      -24728.5009  -24728.8259       0.3251    83.8
0.0155      -24728.4989  -24728.8320       0.3331    85.9
0.0160      -24728.4736  -24728.8414       0.3679    94.9
0.0165      -24728.4833  -24728.8538       0.3704    95.5
0.0170      -24728.4949  -24728.8664       0.3715    95.8
0.0175      -24728.4648  -24728.8779       0.4131   106.5
0.0180      -24728.4755  -24728.8893       0.4137   106.7
0.0185      -24728.4812  -24728.8997       0.4184   107.9
0.0190      -24728.4803  -24728.9086       0.4283   110.5
0.0195      -24728.4660  -24728.9150       0.4490   115.8
0.0200      -24728.4528  -24728.9197       0.4669   120.4
0.0205      -24728.4438  -24728.9225       0.4787   123.4
0.0210      -24728.4153  -24728.9211       0.5058   130.4
0.0215      -24728.4168  -24728.9181       0.5013   129.3
0.0220      -24728.3937  -24728.9125       0.5188   133.8
0.0225      -24728.3855  -24728.9045       0.5191   133.9
0.0230      -24728.3877  -24728.8954       0.5077   130.9
0.0235      -24728.3993  -24728.8871       0.4878   125.8
0.0240      -24728.4084  -24728.8836       0.4752   122.5
0.0245      -24728.4241  -24728.8832       0.4591   118.4
0.0250      -24728.4241  -24728.8860       0.4619   119.1
0.0255      -24728.4290  -24728.8928       0.4638   119.6
0.0260      -24728.4150  -24728.9027       0.4877   125.8
0.0265      -24728.3890  -24728.9120       0.5230   134.9
0.0270      -24728.3800  -24728.9187       0.5387   138.9
0.0275      -24728.3616  -24728.9239       0.5623   145.0
0.0280      -24728.3577  -24728.9276       0.5699   147.0
0.0285      -24728.3345  -24728.9300       0.5955   153.6
0.0290      -24728.3194  -24728.9329       0.6135   158.2
0.0295      -24728.3014  -24728.9362       0.6348   163.7
0.0300      -24728.3019  -24728.9380       0.6360   164.0
0.0305      -24728.3192  -24728.9394       0.6202   159.9
