Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24725.6687  -24725.6687       0.0000     0.0
0.0005      -24725.6609  -24725.6723       0.0113     2.9
0.0010      -24725.6498  -24725.6844       0.0346     8.9
0.0015      -24725.6414  -24725.7041       0.0627    16.2
0.0020      -24725.6270  -24725.7308       0.1038    26.8
0.0025      -24725.6293  -24725.7632       0.1338    34.5
0.0030      -24725.6088  -24725.8021       0.1934    49.9
0.0035      -24725.5806  -24725.8477       0.2671    68.9
0.0040      -24725.5687  -24725.8980       0.3293    84.9
0.0045      -24725.5656  -24725.9492       0.3836    98.9
0.0050      -24725.5690  -24725.9985       0.4296   110.8
0.0055      -24725.5756  -24726.0456       0.4700   121.2
0.0060      -24725.5599  -24726.0908       0.5309   136.9
0.0065      -24725.5775  -24726.1342       0.5567   143.6
0.0070      -24725.5924  -24726.1736       0.5812   149.9
0.0075      -24725.5543  -24726.2093       0.6550   168.9
0.0080      -24725.5527  -24726.2438       0.6910   178.2
0.0085      -24725.5373  -24726.2758       0.7384   190.4
0.0090      -24725.5342  -24726.3032       0.7691   198.3
0.0095      -24725.5349  -24726.3298       0.7949   205.0
0.0100      -24725.5364  -24726.3545       0.8181   211.0
0.0105      -24725.5081  -24726.3771       0.8690   224.1
0.0110      -24725.4939  -24726.3973       0.9034   233.0
0.0115      -24725.5174  -24726.4146       0.8972   231.4
0.0120      -24725.5126  -24726.4288       0.9162   236.3
0.0125      -24725.4728  -24726.4413       0.9685   249.7
0.0130      -24725.4960  -24726.4527       0.9567   246.7
0.0135      -24725.4761  -24726.4635       0.9875   254.6
0.0140      -24725.4743  -24726.4734       0.9990   257.6
0.0145      -24725.4521  -24726.4829       1.0308   265.8
0.0150      -24725.4495  -24726.4916       1.0421   268.7
0.0155      -24725.4415  -24726.4972       1.0556   272.2
0.0160      -24725.4857  -24726.4970       1.0113   260.8
0.0165      -24725.4761  -24726.4911       1.0150   261.8
0.0170      -24725.4639  -24726.4792       1.0153   261.8
0.0175      -24725.4716  -24726.4659       0.9943   256.4
0.0180      -24725.4808  -24726.4548       0.9740   251.2
0.0185      -24725.5096  -24726.4444       0.9349   241.1
0.0190      -24725.4942  -24726.4424       0.9482   244.5
0.0195      -24725.5038  -24726.4434       0.9396   242.3
0.0200      -24725.4785  -24726.4435       0.9650   248.9
0.0205      -24725.4921  -24726.4388       0.9466   244.1
0.0210      -24725.5195  -24726.4297       0.9102   234.7
0.0215      -24725.5352  -24726.4157       0.8806   227.1
0.0220      -24725.5051  -24726.3975       0.8924   230.1
0.0225      -24725.5086  -24726.3752       0.8666   223.5
0.0230      -24725.4991  -24726.3520       0.8529   219.9
0.0235      -24725.4884  -24726.3291       0.8407   216.8
0.0240      -24725.4703  -24726.3103       0.8400   216.6
0.0245      -24725.4793  -24726.2980       0.8187   211.1
0.0250      -24725.4341  -24726.2904       0.8562   220.8
0.0255      -24725.4567  -24726.2819       0.8252   212.8
0.0260      -24725.4600  -24726.2684       0.8083   208.5
0.0265      -24725.3737  -24726.2470       0.8733   225.2
0.0270      -24725.3296  -24726.2135       0.8839   227.9
0.0275      -24725.2989  -24726.1708       0.8718   224.8
0.0280      -24725.3082  -24726.1305       0.8223   212.0
0.0285      -24725.2946  -24726.1044       0.8097   208.8
0.0290      -24725.3529  -24726.0954       0.7425   191.5
0.0295      -24725.3509  -24726.1044       0.7536   194.3
0.0300      -24725.3502  -24726.1286       0.7784   200.7
0.0305      -24725.3427  -24726.1642       0.8215   211.9
0.0310      -24725.3314  -24726.2033       0.8719   224.9
0.0315      -24725.3036  -24726.2425       0.9390   242.1
0.0320      -24725.2613  -24726.2775       1.0162   262.1
0.0325      -24725.2642  -24726.3098       1.0455   269.6
0.0330      -24725.2785  -24726.3381       1.0597   273.3
0.0335      -24725.2819  -24726.3650       1.0831   279.3
0.0340      -24725.2632  -24726.3937       1.1305   291.5
0.0345      -24725.2762  -24726.4269       1.1507   296.8
0.0350      -24725.2745  -24726.4671       1.1927   307.6
0.0355      -24725.2688  -24726.5138       1.2450   321.1
0.0360      -24725.2792  -24726.5593       1.2801   330.1
0.0365      -24725.2691  -24726.5982       1.3291   342.7
0.0370      -24725.3162  -24726.6196       1.3034   336.1
0.0375      -24725.3214  -24726.6221       1.3007   335.4
0.0380      -24725.3581  -24726.6014       1.2433   320.6
0.0385      -24725.3681  -24726.5613       1.1931   307.7
0.0390      -24725.3718  -24726.5097       1.1380   293.5
0.0395      -24725.3660  -24726.4623       1.0963   282.7
0.0400      -24725.3885  -24726.4281       1.0395   268.1
0.0405      -24725.4208  -24726.4182       0.9975   257.2
0.0410      -24725.4574  -24726.4232       0.9659   249.1
0.0415      -24725.4443  -24726.4322       0.9879   254.8
0.0420      -24725.4804  -24726.4374       0.9570   246.8
0.0425      -24725.4662  -24726.4369       0.9707   250.3
0.0430      -24725.4367  -24726.4264       0.9897   255.2
0.0435      -24725.4206  -24726.4051       0.9844   253.9
