Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -24729.1341  -24729.1341       0.0000     0.0
0.0005      -24729.1200  -24729.1436       0.0236     6.1
0.0010      -24729.1117  -24729.1724       0.0607    15.6
0.0015      -24729.0996  -24729.2187       0.1191    30.7
0.0020      -24729.0973  -24729.2721       0.1748    45.1
0.0025      -24729.0847  -24729.3154       0.2306    59.5
0.0030      -24729.0792  -24729.3305       0.2512    64.8
0.0035      -24729.0887  -24729.3144       0.2257    58.2
0.0040      -24729.0907  -24729.2785       0.1878    48.4
0.0045      -24729.0751  -24729.2375       0.1625    41.9
0.0050      -24729.0613  -24729.2019       0.1406    36.3
0.0055      -24729.0374  -24729.1810       0.1436    37.0
0.0060      -24729.0124  -24729.1745       0.1621    41.8
0.0065      -24729.0029  -24729.1796       0.1767    45.6
0.0070      -24728.9728  -24729.1926       0.2198    56.7
0.0075      -24728.9421  -24729.2120       0.2699    69.6
0.0080      -24728.9233  -24729.2281       0.3047    78.6
0.0085      -24728.9246  -24729.2362       0.3117    80.4
0.0090      -24728.9199  -24729.2347       0.3148    81.2
0.0095      -24728.9269  -24729.2234       0.2965    76.5
0.0100      -24728.9173  -24729.2060       0.2887    74.5
0.0105      -24728.8932  -24729.1879       0.2947    76.0
0.0110      -24728.9019  -24729.1735       0.2716    70.0
0.0115      -24728.9131  -24729.1645       0.2514    64.8
0.0120      -24728.9038  -24729.1644       0.2607    67.2
0.0125      -24728.9034  -24729.1673       0.2639    68.1
0.0130      -24728.8900  -24729.1679       0.2779    71.7
0.0135      -24728.8848  -24729.1684       0.2836    73.1
0.0140      -24728.8831  -24729.1692       0.2861    73.8
0.0145      -24728.8596  -24729.1714       0.3117    80.4
0.0150      -24728.8227  -24729.1751       0.3524    90.9
0.0155      -24728.8290  -24729.1778       0.3488    89.9
0.0160      -24728.8377  -24729.1827       0.3450    89.0
0.0165      -24728.8347  -24729.1873       0.3526    90.9
0.0170      -24728.8367  -24729.1883       0.3515    90.7
0.0175      -24728.8289  -24729.1838       0.3550    91.5
0.0180      -24728.7956  -24729.1728       0.3772    97.3
0.0185      -24728.7860  -24729.1544       0.3683    95.0
0.0190      -24728.7795  -24729.1299       0.3504    90.4
0.0195      -24728.7693  -24729.1042       0.3349    86.4
0.0200      -24728.7505  -24729.0814       0.3309    85.3
0.0205      -24728.7687  -24729.0652       0.2964    76.4
0.0210      -24728.7730  -24729.0635       0.2905    74.9
0.0215      -24728.7606  -24729.0743       0.3137    80.9
0.0220      -24728.7681  -24729.0942       0.3261    84.1
0.0225      -24728.7519  -24729.1206       0.3687    95.1
0.0230      -24728.7154  -24729.1529       0.4375   112.8
0.0235      -24728.6999  -24729.1797       0.4798   123.7
0.0240      -24728.7024  -24729.1963       0.4938   127.4
0.0245      -24728.6953  -24729.1988       0.5034   129.8
0.0250      -24728.6835  -24729.1862       0.5026   129.6
0.0255      -24728.7127  -24729.1597       0.4470   115.3
0.0260      -24728.7342  -24729.1267       0.3925   101.2
0.0265      -24728.7240  -24729.0944       0.3704    95.5
0.0270      -24728.7087  -24729.0694       0.3607    93.0
0.0275      -24728.7018  -24729.0608       0.3590    92.6
0.0280      -24728.6900  -24729.0717       0.3818    98.4
0.0285      -24728.6686  -24729.0984       0.4298   110.8
0.0290      -24728.6611  -24729.1335       0.4723   121.8
0.0295      -24728.6401  -24729.1649       0.5248   135.3
0.0300      -24728.6454  -24729.1825       0.5371   138.5
0.0305      -24728.6077  -24729.1803       0.5727   147.7
0.0310      -24728.5948  -24729.1535       0.5587   144.1
0.0315      -24728.5841  -24729.1080       0.5239   135.1
0.0320      -24728.5602  -24729.0538       0.4936   127.3
0.0325      -24728.5565  -24729.0015       0.4450   114.8
0.0330      -24728.5448  -24728.9613       0.4165   107.4
0.0335      -24728.5348  -24728.9353       0.4005   103.3
0.0340      -24728.5137  -24728.9249       0.4112   106.0
0.0345      -24728.5047  -24728.9246       0.4198   108.3
0.0350      -24728.4755  -24728.9366       0.4610   118.9
0.0355      -24728.4492  -24728.9524       0.5032   129.8
0.0360      -24728.4319  -24728.9684       0.5365   138.4
0.0365      -24728.4389  -24728.9801       0.5412   139.6
0.0370      -24728.4210  -24728.9857       0.5648   145.6
0.0375      -24728.4156  -24728.9816       0.5661   146.0
0.0380      -24728.3915  -24728.9653       0.5739   148.0
0.0385      -24728.3804  -24728.9385       0.5581   143.9
0.0390      -24728.3947  -24728.9062       0.5116   131.9
0.0395      -24728.3751  -24728.8775       0.5024   129.6
0.0400      -24728.3666  -24728.8602       0.4935   127.3
0.0405      -24728.3607  -24728.8657       0.5050   130.2
0.0410      -24728.3595  -24728.8904       0.5308   136.9
0.0415      -24728.3698  -24728.9242       0.5544   143.0
0.0420      -24728.3222  -24728.9581       0.6360   164.0
0.0425      -24728.3157  -24728.9788       0.6631   171.0
0.0430      -24728.2924  -24728.9785       0.6862   176.9
0.0435      -24728.2855  -24728.9575       0.6719   173.3
0.0440      -24728.2983  -24728.9171       0.6188   159.6
0.0445      -24728.3191  -24728.8685       0.5495   141.7
0.0450      -24728.2876  -24728.8252       0.5376   138.6
0.0455      -24728.2707  -24728.7875       0.5168   133.3
0.0460      -24728.2740  -24728.7618       0.4877   125.8
0.0465      -24728.2828  -24728.7489       0.4661   120.2
0.0470      -24728.2506  -24728.7515       0.5009   129.2
0.0475      -24728.2461  -24728.7632       0.5170   133.3
0.0480      -24728.2165  -24728.7794       0.5628   145.1
0.0485      -24728.2017  -24728.7928       0.5911   152.4
0.0490      -24728.1922  -24728.8022       0.6100   157.3
0.0495      -24728.1891  -24728.8056       0.6165   159.0
0.0500      -24728.1729  -24728.8042       0.6314   162.8
0.0505      -24728.1869  -24728.7999       0.6130   158.1
0.0510      -24728.1824  -24728.7965       0.6141   158.4
0.0515      -24728.1678  -24728.7979       0.6301   162.5
0.0520      -24728.1638  -24728.8061       0.6423   165.6
0.0525      -24728.1326  -24728.8216       0.6891   177.7
0.0530      -24728.1189  -24728.8414       0.7225   186.3
0.0535      -24728.1253  -24728.8618       0.7366   189.9
0.0540      -24728.1202  -24728.8779       0.7576   195.4
0.0545      -24728.1291  -24728.8832       0.7541   194.5
0.0550      -24728.1081  -24728.8770       0.7689   198.3
0.0555      -24728.0743  -24728.8614       0.7872   203.0
0.0560      -24728.0852  -24728.8423       0.7570   195.2
0.0565      -24728.1186  -24728.8243       0.7056   182.0
0.0570      -24728.0774  -24728.8112       0.7337   189.2
0.0575      -24728.0501  -24728.8075       0.7574   195.3
0.0580      -24728.0127  -24728.8068       0.7941   204.8
0.0585      -24728.0285  -24728.8088       0.7803   201.2
0.0590      -24728.0106  -24728.8053       0.7947   204.9
0.0595      -24727.9765  -24728.7913       0.8148   210.1
0.0600      -24727.9721  -24728.7668       0.7946   204.9
0.0605      -24727.9543  -24728.7322       0.7779   200.6
0.0610      -24727.9197  -24728.6925       0.7728   199.3
0.0615      -24727.9512  -24728.6610       0.7098   183.0
0.0620      -24727.9585  -24728.6452       0.6867   177.1
0.0625      -24727.9258  -24728.6505       0.7247   186.9
0.0630      -24727.9124  -24728.6739       0.7615   196.4
0.0635      -24727.8963  -24728.7095       0.8132   209.7
0.0640      -24727.8992  -24728.7522       0.8531   220.0
0.0645      -24727.8850  -24728.7923       0.9073   234.0
0.0650      -24727.8706  -24728.8180       0.9474   244.3
0.0655      -24727.8314  -24728.8241       0.9927   256.0
0.0660      -24727.8335  -24728.8134       0.9799   252.7
0.0665      -24727.8352  -24728.7940       0.9589   247.3
0.0670      -24727.8067  -24728.7761       0.9694   250.0
0.0675      -24727.8059  -24728.7645       0.9586   247.2
0.0680      -24727.7959  -24728.7567       0.9609   247.8
0.0685      -24727.7826  -24728.7560       0.9734   251.0
0.0690      -24727.7943  -24728.7606       0.9663   249.2
0.0695      -24727.8284  -24728.7616       0.9332   240.7
0.0700      -24727.8047  -24728.7528       0.9480   244.5
0.0705      -24727.8188  -24728.7272       0.9085   234.3
